ref	txt
KERITHOTH_chapter_3_4	"If he that was clean for the Sin-offering water touched an oven with his hand he becomes unclean; but if with his foot he remains clean. If he stood over the oven and stretched his hand beyond the oven with the flagon in his hand (so, too, if a carrying-yoke was set over the oven with two jars hanging from either end), R. Akiba declares them clean, but the Sages declare them unclean."
KERITHOTH_chapter_3_5	"If he stood away from the oven and stretched out his hand to the window and took the flagon [therefrom] and passed it over the oven, R. Akiba declares it unclean, but the Sages declare it clean. Yet he that is clean for the Sin-offering water may stand over the oven bearing in his hands an empty vessel that is clean for the Sin-offering water or with water that has not yet been mixed with the ashes."
KERITHOTH_chapter_3_6	"If the flagon containing the Sin-offering water touched another containing Hallowed Things or Heave-offering, that containing Sin-offering water becomes unclean, and that containing Hallowed Things or Heave-offering remains clean. If he held them one in each of his two hands, they both become unclean; if they were each wrapped in paper they both remain clean; if the one containing the Sin-offering water was wrapped in paper and that containing Heave-offering was in his [bare] hand, they both become unclean; if that containing Heave-offering was wrapped in paper and that containing the Sin-offering water was in his [bare] hand, they both remain clean. R. Joshua says: That containing the Sin-offering water becomes unclean. If they were set on the ground and he touched them, that containing the Sin-offering water becomes unclean and that containing Hallowed Things or Heave-offering remains clean. If he shifted them, R. Joshua declares them unclean, but the Sages declare them clean."
KERITHOTH_chapter_3_7	"If a man left uncovered a flask [containing the Sin-offering water] and came and found it covered, it is invalid. If he left it covered and came and found it uncovered and a weasel could have drunk from it or, according to Rabban Gamaliel, a serpent, or if dew fell into it in the night, the water is invalid. Sin-offering water is not protected [from uncleanness in the Tent wherein lies a corpse] by a tightly stopped-up cover; but water that has not yet been mixed with the ashes is protected by a tightly stopped-up cover."
KERITHOTH_chapter_3_8	"Any condition of doubt that is deemed clean when it concerns Heave-offering is also deemed clean when it concerns the Sin-offering water. Any condition in which the decision is left in suspense when it concerns Heave-offering, in like condition the Sin-offering water must be poured away. If acts that must be done in cleanness were done after sprinkling by such Sin-offering water, their validity must be left in suspense. Wooden lattice work is clean in what concerns Hallowed Things or Heave-offering or the Sin-offering water. R. Eliezer says: Loosely fastened boards are unclean in what concerns the Sin-offering water."
KERITHOTH_chapter_3_9	"If pressed figs that were Heave-offering fell into Sin-offering water, and were taken out and eaten, and there was an eggs bulk of them, whether they were unclean or clean the water becomes unclean and he that ate of them is guilty of death. If there was not an eggs bulk of them the water remains clean, yet he that ate of them is guilty of death. R. Jose says: If the pressed figs were clean the water remains clean. If he that was clean for the Sin-offering water put in his head and the greater part of his body into the Sin-offering water, he becomes unclean."
KERITHOTH_chapter_4_0	"Whosoever according to what is prescribed in the Law requires immersion, conveys uncleanness to Hallowed Things, to Heave-offering, to common food, and to [Second] Tithe, and he is forbidden to enter into the Temple. After he has immersed himself he still conveys uncleanness to Hallowed Things and renders Heave-offering invalid. So R. Meir. But the Sages say: He renders Hallowed Things and Heave-offering invalid; but common food and [Second] Tithe are permitted to him. But if he entered the Temple, whether before or after he had immersed himself, he is culpable."
KERITHOTH_chapter_4_1	"Whosoever according to the words of the Scribes requires immersion, conveys uncleanness to Hallowed Things and renders Heave-offering invalid; but common food and [Second] Tithe are permitted to him. So R. Meir. But the Sages say: He is forbidden [Second] Tithe. But after he has immersed himself they are all permitted to him; and if he entered the Temple, whether before or after he had immersed himself, he is not culpable."
KERITHOTH_chapter_4_2	"Whosoever, whether according to what is prescribed in the Law or according to the words of the Scribes, requires immersion, conveys uncleanness, whether by contact or by carrying, to the Sin-offering water and to the ashes of the Sin-offering, and to him that sprinkles the water of the Sin-offering. Moreover [he conveys uncleanness], whether by contact or by carrying, to the hyssop that has been rendered susceptible to uncleanness, and to the water that has not yet been mixed with the ashes, and to an empty vessel that is clean for the Sin-offering water. So R. Meir. But the Sages say: [He conveys uncleanness] by contact but not by carrying."
KERITHOTH_chapter_4_3	"Any kind of hyssop that is given a special name is invalid, but hyssop, simply so called, is valid; Greek hyssop, stibium hyssop, Roman hyssop or wild hyssop are invalid; if it is unclean Heave-offering it is invalid, and even if it is clean Heave-offering it should not be used for sprinkling, but if they sprinkled with it it is valid. They may not sprinkle with the young shoots or with the berries [of the hyssop]. But if a man was sprinkled with the young shoots he is not culpable if he enters the Temple. R. Eliezer says: Nor if he was sprinkled with the berries. By young shoots is meant [the hyssop] before the buds have ripened."
KERITHOTH_chapter_4_4	"Hyssop that was used for sprinkling the Sin-offering water is valid for the cleansing of the leper. If it was gathered for firewood and liquid fell thereon it must be dried and it is then valid. If it was gathered for food and liquid fell thereon, even though it is dried, it is invalid. If it was gathered for the Sin-offering water, it is regarded as if it had been gathered for food. So R. Meir. R. Judah, R. Jose, and R. Simeon say: As if it had been gathered for firewood."
KERITHOTH_chapter_4_5	"The [bunch of] hyssop should be made up from three stalks having [in all] three buds. R. Judah says: Three to each. If the hyssop had three stalks [from the one root] these are severed and then bound up; yet if they were severed and not bound up or bound up and not severed, or neither severed nor bound up, the hyssop is still valid. R. Jose says: The [bunch of] hyssop should be made up from three stalks having [in all] three buds; and its remnants [continue valid] if there are [at least] two stalks and if there is aught soever of the stumps thereof."
KERITHOTH_chapter_4_6	"If the hyssop was too short it may be made to suffice with thread and a spindle-reed, and thus it may be dipped in and brought up again; yet a man must hold it by the hyssop [itself] when he sprinkles. R. Judah and R. Simeon say: As the sprinkling must be with the hyssop alone, so must the dipping be with the hyssop alone."
KERITHOTH_chapter_4_7	"If he sprinkled and it is in doubt whether it was from the thread or the spindle-reed or the buds, his sprinkling is invalid. If he sprinkled two vessels and it is in doubt whether he sprinkled them both or whether water from the one dripped on to the other, his sprinkling is invalid. If there was a needle fixed in the earthenware and he sprinkled thereon and it is in doubt whether he sprinkled the needle or whether water from the earthenware dripped thereon, his sprinkling is invalid. If the mouth of the flask was narrow, he may dip in the hyssop and draw it out in usual fashion. R. Judah says: [Only] at the first sprinkling. If there was but little remaining of the Sin-offering water it suffices to dip only the tips of the buds and then to sprinkle, provided that [the hyssop] is not dried [by the inner sides of the neck]. If a man intended to sprinkle in front of him and he sprinkled behind him, or behind him and he sprinkled in front of him, his sprinkling is invalid; but if [he intended to sprinkle] in front of him and he sprinkled to the sides, his sprinkling that is in front of him is still valid. They may sprinkle a man with his knowledge or without his knowledge; they may sprinkle a man and vessels together even though there be a hundred of them."
KERITHOTH_chapter_4_8	"If he intended to sprinkle what was susceptible to uncleanness and he sprinkled what was not susceptible to uncleanness, and there was still water enough on the hyssop he need not dip again. But if [he intended to sprinkle] what was not susceptible to uncleanness and he sprinkled what was susceptible to uncleanness, even if there was still water enough on the hyssop he must dip again. If [he intended to sprinkle] a man and he sprinkled a beast, and there was still water enough on the hyssop he need not dip again; but if [he intended to sprinkle] a beast and he sprinkled a man, even if there was still water enough on the hyssop he must dip again. Water that drips [off the hyssop] is valid; therefore it still conveys uncleanness as Sin-offering water."
KERITHOTH_chapter_4_9	"If a man sprinkled from [Sin-offering water standing in] a wall-niche in a public place and [an unclean person so sprinkled] entered the Temple, and the water was found to be invalid, he is not culpable; but if it was from a wall-niche belonging to a private person and he entered the Temple, and the water was found to be invalid, he is culpable. But if it was the High Priest, whether it was from a wall-niche belonging to a private person or from a wall-niche in a public place, he is not culpable, since the High Priest is never subject to penalty for entering the Temple. They used to slip before such a wall-niche in a public place [because of the much water that was sprinkled there,] but they could still go their way [into the Temple] and not refrain, for they have said, The water of the Sin-offering that has fulfilled its purpose does not convey uncleanness."
KERITHOTH_chapter_5_0	"He that is clean may hold in his skirt an unclean axe and sprinkle it; and although there is thereon sufficient for a sprinkling, he remains clean. How much water should there be to be sufficient for a sprinkling? Sufficient for the buds to be dipped therein and [water sufficient] to be sprinkled. R. Judah says: The buds are regarded as though they were on brazen hyssop."
KERITHOTH_chapter_5_1	"If a man sprinkled with unclean hyssop and there was an eggs bulk [of the hyssop] the water is invalid and his sprinkling is invalid; if there was less than an eggs bulk the water remains valid but his sprinkling is invalid. Such [hyssop] renders other hyssop unclean, and this other [hyssop] renders other [hyssop] unclean, even though they be a hundred."
KERITHOTH_chapter_5_2	"If the hands of one that was clean for the Sin-offering water became unclean, his body becomes unclean, and he conveys uncleanness to his fellow, and he to his fellow, even though they be a hundred."
KERITHOTH_chapter_5_3	"If the outer part of the flagon containing the Sin-offering water became unclean, its inner part becomes unclean also, and it conveys uncleanness to another flagon, and this to another, even though they be a hundred. A bell and clapper count as connectives with each other. In sprinkling a spindle used for spinning coarse stuff, they should not sprinkle the spindle-rod or the spindle ring [since they do not count as connectives with the spindle-hook], but if it was so sprinkled it is valid; but in a spindle used for spinning flax they count as connectives. If the leathern cover of a cot was fastened on to the knobs [of the cot], it counts as a connective. The base [on which a bed stands] does not count as a connective whether in contracting uncleanness or in being rendered clean. Handles of utensils in which is drilled a hole [to fasten them to the utensils] count as connectives. R. Johanan b. Nuri says: Also when [the handles] are wedged [into the utensils]."
KERITHOTH_chapter_5_4	"The several baskets of a pack-saddle, the bed of a harrow, the [iron] corner of a bier, the [drinking] horns of wayfarers, a key-chain, the loose stitches of the washermen, or a garment stitched together with threads of mixed stuff—these count as connectives in contracting uncleanness, but not in being rendered clean."
KERITHOTH_chapter_5_5	"If the lid is joined to the kettle by a chain, the School of Shammai say: It counts as a connective in contracting uncleanness but not when it is sprinkled. The School of Hillel say: If a man sprinkled the kettle he has sprinkled the lid also; but if he sprinkled the lid he has not sprinkled the kettle. All are qualified to sprinkle excepting one that is of doubtful sex or of double sex, a woman or a child that is without understanding. A woman may aid a man when he sprinkles and hold the water for him while he dips and sprinkles; but if she held his hand, even at the moment of sprinkling, it is invalid."
KERITHOTH_chapter_5_6	"If a man dipped the hyssop during the day and sprinkled the same day it is valid. But if he dipped during the day and sprinkled at night, or dipped at night and sprinkled during the [next] day, it is invalid. But a man may immerse himself by night and be sprinkled during the [next] day, for they may not sprinkle until the sun is risen; yet if any have done so at the rise of dawn [only] it is valid."
KERITHOTH_chapter_5_7	"Thirteen things apply to carrion of a clean bird. [Before it can contract or convey uncleanness] there must be intention [to use it for food], but it does not need to be rendered susceptible [to uncleanness by contact with a liquid]; an eggs bulk of it conveys food uncleanness; and an olives bulk when in the [eaters] gullet; he that eats it remains unclean until sunset; because of it they are culpable that enter the Temple; because of it Heave-offering must be burnt; he that eats a member from the living bird incurs the Forty Stripes; slaughtering it or wringing its neck makes it to be no longer terefah (so R. Meir; R. Judah says: This does not render it clean; R. Jose says: Slaughtering it renders it clean but not wringing its neck);"
KERITHOTH_chapter_5_8	"the small feathers and down contract uncleanness and convey uncleanness but they are not included together [with the flesh to make up the prescribed bulk that suffices to convey uncleanness] (R. Ishmael says: The down is also included together [with the flesh]); the beak and claws contract uncleanness and convey uncleanness, and they are included together [with the flesh] (R. Jose says: Also the ends of the wings and the end of the tail are included together [with the flesh], since they are suffered to remain on fattened birds)."
KERITHOTH_chapter_5_9	"As for the carrion of an unclean bird, [before it can contract or convey uncleanness] there must be intention [to use it as food] and it needs to be rendered susceptible [to uncleanness by contact with a liquid]; an eggs bulk of it conveys food uncleanness; he that eats half a half-loafs bulk of it becomes unfit [to eat of Heave-offering]; an olives bulk in the gullet does not convey uncleanness; he that eats of it does not remain unclean until sunset; because of it they are not culpable that enter the Temple; but because of it Heave-offering must be burnt; he that eats a member from the living bird does not incur the Forty Stripes; slaughtering it does not render it clean; the small feathers and down contract uncleanness and convey uncleanness, and they are included together [with the flesh]; the beak and claws contract uncleanness and convey uncleanness, and they are included together [with the flesh]."
KERITHOTH_chapter_6_0	"In cattle, the hide, grease, sediment, flayed-off flesh, bones, sinews, horns and hoofs are included together [to make up the eggs bulk that suffices] to convey food uncleanness, but not [to make up the olives bulk that suffices to convey] carrion uncleanness. In like manner if a man slaughtered an unclean beast for a gentile and it still jerks [its limbs] it can convey food uncleanness but it only conveys carrion uncleanness after it is dead or has its head chopped off. [Scripture] has prescribed more conditions that convey food uncleanness than that convey carrion uncleanness."
KERITHOTH_chapter_6_1	"Food rendered unclean by a Father of Uncleanness and food rendered unclean by an Offspring of Uncleanness may be included together so as to convey uncleanness according to the lighter degree of uncleanness of the two. Thus if a half-eggs bulk of food suffering first-grade uncleanness and a half-eggs bulk of food suffering second-grade uncleanness were mixed together, they together count as suffering only second-grade uncleanness; if a half-eggs bulk of food suffering second-grade uncleanness and a half-eggs bulk of food suffering third-grade uncleanness were mixed together, they together count as suffering only third-grade uncleanness. If an eggs bulk of food suffering first-grade uncleanness and an eggs bulk of food suffering second-grade uncleanness were mixed together, they together count as suffering first-grade uncleanness; if they were then divided, each part counts as suffering only second-grade uncleanness. If each by itself fell on a loaf of Heave-offering, they only render it invalid; but if they fell both together, they convey to it second-grade uncleanness."
KERITHOTH_chapter_6_2	"If an eggs bulk of food suffering second-grade uncleanness and an eggs bulk of food suffering third-grade uncleanness were mixed together, they together count as suffering second-grade uncleanness; if they were then divided, each part counts as suffering only third-grade uncleanness. If each by itself fell on a loaf of Heave-offering, they do not render it invalid; but if they fell both together they convey to it third-grade uncleanness. If an eggs bulk of food suffering first-grade uncleanness and an eggs bulk of food suffering third-grade uncleanness were mixed together, they together count as suffering first-grade uncleanness; if they were then divided each part counts as suffering second-grade uncleanness; for third-grade uncleanness, if it has touched first-grade uncleanness, counts as suffering second-grade uncleanness. If two eggs bulk of food suffering first-grade uncleanness and two eggs bulk of food suffering second-grade uncleanness were mixed together, they together count as suffering first-grade uncleanness; if they were then divided each counts as suffering first-grade uncleanness; but if [they were divided] into three parts or four, they each count as suffering second-grade uncleanness only. If two eggs bulk of food suffering second-grade uncleanness and two eggs bulk of food suffering third-grade uncleanness were mixed together, they together count as suffering second-grade uncleanness; if they were then divided, each part counts as suffering second-grade uncleanness; but if [they were divided] into three parts or four, they each count as suffering only third-grade uncleanness."
KERITHOTH_chapter_6_3	"If pieces of dough [that were Heave-offering] were stuck together or if loaves were stuck together, and one of them was rendered unclean by a [dead] creeping thing, they all count as suffering first-grade uncleanness; if they were separated each counts as suffering first-grade uncleanness. If one of them was rendered unclean by a liquid they all count as suffering second-grade uncleanness; if they were separated each counts as suffering second-grade uncleanness. If [one of them was rendered unclean] by hands, all count as suffering third-grade uncleanness; if they were separated, each counts as suffering third-grade uncleanness."
KERITHOTH_chapter_6_4	"If to a piece of dough already suffering first-grade uncleanness others were made to stick, all count as suffering first-grade uncleanness; if they were separated, the first still suffers first-grade uncleanness but the others only second-grade uncleanness. If to a piece suffering second-grade uncleanness others were made to stick, all count as suffering second-grade uncleanness; if they were separated, the first still suffers second-grade uncleanness, but the others only third-grade uncleanness. If to a piece suffering third-grade uncleanness others were made to stick, it suffers third-grade uncleanness, but the others remain clean, whether they were separated or whether they were not separated."
KERITHOTH_chapter_6_5	"If in the hollows of loaves that were Hallowed Things was water that was holy, and one of them was rendered unclean by a creeping thing, they all become unclean. If the loaves were Heave-offering, [the creeping thing] renders the first and the second unclean and the third invalid. But if there was dripping liquid between them, even among Heave-offering all become unclean."
KERITHOTH_chapter_6_6	"If a woman was preparing preserved vegetables [of Heave-offering] in a pot, and she touched a leaf [that projected] outside the pot at a place that was dry, although there was an eggs bulk [in the leaf] the leaf alone becomes unclean but the rest [that is in the pot] remains clean; but if she touched it at a wet spot and there was an eggs bulk [in the whole leaf] all [that is in the pot] becomes unclean; if there was not an eggs bulk it becomes unclean but the rest remains clean. If [the part of the leaf that was wet] returned into the pot the whole is unclean. If she had had contact with one that suffered corpse uncleanness, and she touched the leaf either at a dry spot or a wet spot, and there was an eggs bulk [in the leaf,] all [in the pot] becomes unclean; but if there was not an eggs bulk, the leaf itself becomes unclean but the rest remains clean. If a woman that had immersed herself the selfsame day [because of uncleanness] emptied out the pot while her hands were unwashed, and she saw liquid on her hands, and it is in doubt whether it was splashed from the pot or whether a stalk of the vegetables had touched her hands, the vegetables become invalid, but the pot remains clean."
KERITHOTH_chapter_6_7	"R. Eliezer says: He that eats food of first-grade uncleanness suffers first-grade uncleanness; if it was food of second-grade uncleanness, he suffers second-grade uncleanness; if it was food of third-grade uncleanness, he suffers third-grade uncleanness. R. Joshua says: He that eats food of first-grade uncleanness or food of second-grade uncleanness suffers second-grade uncleanness; if [it was food of] third-grade uncleanness he suffers second-grade uncleanness in what concerns Hallowed Things, but not second-grade uncleanness in what concerns Heave-offering. [This applies only] to common food that is kept in the cleanness proper to Heave-offering."
KERITHOTH_chapter_6_8	"First-grade uncleanness in common food is unclean and renders [Heave-offering] unclean; second-grade uncleanness renders [Heave-offering] invalid, but not unclean; while [common food suffering] third-grade uncleanness may be consumed in pottage containing Heave-offering."
KERITHOTH_chapter_6_9	First-grade uncleanness and second-grade uncleanness in Heave-offering are unclean and render [Hallowed Things] unclean; third-grade uncleanness renders [Hallowed Things] invalid but not unclean; while [Heave-offering suffering] fourth-grade uncleanness may be consumed in pottage containing Hallowed Things.
MEILAH_chapter_1_0	"The first, second and third grades of uncleanness in Hallowed Things are unclean and render [Hallowed Things] unclean; the fourth grade of uncleanness is invalid and does not render [Hallowed Things] unclean; while [Hallowed Things suffering] fifth-grade uncleanness may be consumed in pottage containing Hallowed Things."
MEILAH_chapter_1_1	"Second-grade uncleanness in common food renders unclean liquid that is common food, and renders invalid foods that are Heave-offering. Third-grade uncleanness in Heave-offering renders unclean liquid pertaining to Hallowed Things, and renders invalid food pertaining to Hallowed Things if it was kept in the cleanness proper to Hallowed Things; but if it was esteemed according to the clean conditions proper to Heave-offering, it conveys uncleanness at the first and second removes, and renders Hallowed Things invalid at the third remove."
MEILAH_chapter_1_2	"R. Eliezer says: The three of them are equal: Hallowed Things, Heave-offering and common food that suffer first-grade uncleanness convey uncleanness to Hallowed Things at a first and a second remove, and render them invalid at a third remove; and they convey uncleanness at a first remove to Heave-offering and render it invalid at a second remove; while they do but render common food invalid. The three of them, when they suffer second-grade uncleanness, convey uncleanness at a first remove to Hallowed Things and render them invalid at a second remove; they convey uncleanness to liquid that is common food and render invalid food that is Heave-offering. The three of them, when they suffer third-grade uncleanness, convey uncleanness to a liquid pertaining to Hallowed Things, and render invalid food pertaining to Hallowed Things."
MEILAH_chapter_1_3	"He that eats food suffering second-grade uncleanness may not labour in an olive press. Common food kept in the cleanness proper to Hallowed Things counts still as common food. R. Eliezer b. Zadok says: It counts as Heave-offering, in that it conveys uncleanness at a first and a second remove and renders [Hallowed Things] invalid at the third remove."
MEILAH_chapter_1_4	"If grease, bean-mash or milk are in the form of running liquid, they suffer first-grade uncleanness; if then they turn solid they suffer second-grade uncleanness. If they again become liquid and are [no more than] an eggs bulk exactly, they are clean; but if they are more than an eggs bulk they remain unclean, for then so soon as the first drop has come forth they are unclean if they are as much as an eggs bulk."
MEILAH_chapter_1_5	"R. Meir says: [Unclean] oil always suffers first-grade [uncleanness]. The Sages say: Honey also. R. Simeon of Shezur says: Wine also. If a mass of [unclean] olives fell into an oven and were burnt, and they were [no more than] an eggs bulk exactly, they are clean; but if they were more than an eggs bulk they remain unclean, for then so soon as the first drop has come forth they are unclean if they are as much as an eggs bulk. But if they were separate olives they are clean, even though there was a seah of them."
MEILAH_chapter_1_6	"If one that suffered corpse uncleanness pressed out the juice of olives or grapes that were [no more than] an eggs bulk exactly, they remain clean, provided that he does not touch the place where is the liquid; if they were more than an eggs bulk they become unclean, for then so soon as the first drop has come forth they become unclean, if they are as much as an eggs bulk. If it was a man or woman that had a flux, and but a single berry [was squeezed out], it becomes unclean, for then so soon as the first drop has come forth it becomes unclean by carrying. If one that had a flux milked a goat, the milk becomes unclean, for then so soon as the first drop has come forth, it becomes unclean by carrying."
MEILAH_chapter_1_7	"If an eggs bulk of food was left in the sun and shrank (so, too, if it was an olives bulk of corpse or an olives bulk of carrion, or a lentils bulk of a creeping thing, an olives bulk of Refuse, an olives bulk of Remnant, or an olives bulk of fat), they become clean, and none thereby becomes liable through [transgression of the laws of] Refuse, Remnant and uncleanness. If they were left in the rain and swelled, they become unclean, and one may become liable thereby through [transgression of the laws of] Refuse, Remnant, and uncleanness."
MEILAH_chapter_1_8	"Conditions of uncleanness are so accounted of as they appear at the time when they are found: if they were [found] unclean they are [assumed to have been already] unclean [if one had touched them before]; if they were [found] clean they are [assumed to have been] clean [before]; if they were [found] covered they are [assumed to have been] covered [before]; if they were [found] uncovered they are [assumed to have been] uncovered [before]; if a needle was found full of rust or broken, it is [assumed to have been] clean [if one had touched it before], since conditions of uncleanness are so accounted of as they appear at the time when they are found."
MEILAH_chapter_1_9	"If a deaf-mute, an imbecile or a minor was found in an alley-way wherein was uncleanness, he can be assumed to be clean, but one of sound senses must be assumed to be unclean. If any one lacks understanding to be inquired of, a condition of doubt affecting him must be deemed clean."
MEILAH_chapter_2_0	"If a child was found beside a cemetery with lilies in his hand, and the lilies grew only in a place of uncleanness, he is deemed to be clean, since I might suppose that another gathered them and gave them to him. So, too, if an ass was found among the tombs, its harness is deemed to be clean."
MEILAH_chapter_2_1	"If a child [that was unclean] was found beside unbaked bread with a piece of dough in his hand, R. Meir declares the unbaked bread clean, but the Sages declare it unclean, since it is the way of a child to slap [dough]. If dough had on it the marks of a hens beak, and there was unclean liquid in the house, and the distance between the liquid and the loaves was enough for the hens to dry their mouths on the ground, the loaves are deemed to be clean; or, in the case of a cow or a dog, if the distance was enough for it to lick its tongue; or, in the case of other beasts, if the distance was enough for their tongue to dry. R. Eliezer b. Jacob declares the dough clean in the case of a dog, since it is cunning and will not leave food and go after water."
MEILAH_chapter_2_2	"If a man threw aught unclean from one place to another, or [if he threw] a [clean] loaf between [unclean] keys, or an [unclean] key between [clean] loaves, [what was clean] is still accounted clean. R. Judah says: [If he threw] a [clean] loaf between [unclean] keys it becomes unclean; and if an [unclean] key between [clean] loaves, they are still accounted clean."
MEILAH_chapter_2_3	"If a weasel had a [dead] creeping thing in its mouth and passed over loaves of Heave-offering, and it is in doubt whether [the creeping thing] touched them or whether it did not touch them, their condition of doubt is deemed clean."
MEILAH_chapter_2_4	"If a weasel had a creeping thing in its mouth, or if a dog had carrion in its mouth, and they passed between things that were clean, or if they that were clean passed between them, their condition of doubt is deemed clean, since the uncleanness had no abiding place. If they picked at them [while these lay] on the ground, and a man said, I went to that place but I do not know whether I touched it or whether I did not touch it, his condition of doubt is deemed unclean, since the uncleanness had an abiding place."
MEILAH_chapter_2_5	"If a raven had an olives bulk of corpse in its beak, and it is in doubt whether it overshadowed a man or vessels, and it was in a private domain, the mans condition of doubt is deemed unclean, but the vessels condition of doubt is deemed clean. If a man drew water into ten buckets and a creeping thing was found in one of them, this is deemed unclean but the rest clean. If a man poured out from one vessel into another and a creeping thing was found in the lower vessel, the upper one is deemed clean."
MEILAH_chapter_2_6	"Because of six uncleannesses whereof there is doubt, Heave-offering must be burnt: because of what was perhaps a Grave-area, or because of what was perhaps earth from the land of gentiles, or because of the garments of an Am-haaretz that were perhaps unclean, or because of vessels found by chance that were perhaps unclean, or because of spittle encountered by chance that was perhaps unclean, or because of urine of a man that was near by the urine of a beast; if these have of a certainty touched [the Heave-offering] and so conveyed an uncleanness which is in doubt, the Heave-offering must be burnt. R. Jose says: [The same applies] in a private domain even when the contact itself was in doubt. But the Sages say: In a private domain it  is left in suspense; and in the public domain the condition of doubt is deemed clean."
MEILAH_chapter_2_7	"If there were two drops of spittle, the one unclean and the other clean, [and a man touched one of them and it is not known which,] the matter is left in suspense if, being in a private domain, he touched, carried or shifted [one of them], or, being in the public domain, he touched one of them that was moist, or carried one of them, whether it was wet or dry. If there was but one drop of spittle and he touched, carried or shifted it in the public domain, Heave-offering must be burnt by reason of it; still more so if it was in a private domain."
MEILAH_chapter_2_8	"These conditions of doubt the Sages have declared clean: if there is doubt about drawn water that falls into an Immersion-pool, or doubt about aught unclean that floats on the water; if it is in doubt whether a liquid has contracted uncleanness, it is deemed unclean, but if whether it has conveyed uncleanness, it is deemed clean; if there is doubt about the hands, whether they have contracted uncleanness or have conveyed uncleanness or have become clean, they are deemed clean. [Moreover they have declared clean] a condition of doubt that arises in the public domain, or about what is enjoined by the Scribes, or about common food, or about creeping things, or about leprosy-signs, or about the Naziritevow, or about Firstlings or about offerings."
MEILAH_chapter_2_9	"If there is doubt … about aught unclean that floats on the water—[it is deemed clean] whether [the water was] in vessels or upon the ground. R. Simeon says: If in vessels [and it is in doubt whether a man touched it or not] he is deemed unclean; but if upon the ground, he is deemed clean. R. Judah says: If it is in doubt [whether he touched it] when he went down into the water, he is deemed unclean; but if when he came up, he is deemed clean. R. Jose says: Even if there was there [in the water] only space enough for the man and the uncleanness, he is still deemed clean."
MEILAH_chapter_3_0	"If it is in doubt whether a liquid has contracted uncleanness, it is deemed unclean—thus if one that was unclean stretched his foot between clean liquids and it is in doubt whether he touched them or not, the condition of doubt is deemed unclean. If he had an unclean loaf in his hand and he threw it between clean liquids, and it is in doubt whether he touched them or not, the condition of doubt is deemed unclean. [If it is in doubt] whether it conveyed uncleanness it is deemed clean—thus if a man had a stick in his hand and there was unclean liquid on the end of it and he threw it between clean loaves and it is in doubt whether it touched them or not, the condition of doubt is deemed clean."
MEILAH_chapter_3_1	"R. Jose says: Where a condition of doubt arises about the cleanness of liquids, it is deemed unclean in what concerns foodstuffs and clean in what concerns vessels. Thus if there were two jars [of water], the one unclean and the other clean, and a man kneaded dough [with water] from one of them, but it is in doubt whether he kneaded it [with water] from the unclean jar or from the clean jar, such is a case where a condition of doubt about liquids is deemed unclean in what concerns foodstuffs and clean in what concerns vessels."
MEILAH_chapter_3_2	"If there is doubt about the hands, whether they have contracted uncleanness or have conveyed uncleanness or have become clean, the condition of doubt is deemed clean. A condition of doubt that arises in the public domain is deemed clean. A condition of doubt that arises about aught enjoined by the Scribes—[namely, if it is in doubt] whether a man ate unclean food or drank unclean liquid, or whether he immersed his head and the greater part of his body in drawn water, or whether there fell on his head and the greater part of his body three logs of drawn water, such a condition of doubt is deemed clean; but if it was a doubt about a father of uncleanness, even one that is enjoined by the Scribes, such a condition of doubt is deemed unclean."
MEILAH_chapter_3_3	"A condition of doubt about common food—this concerns the cleanness practised by the Pharisees. A condition of doubt about creeping things—this is determined according to their condition at the time when they are found. A condition of doubt about leprosy-signs—in the beginning it is deemed clean if it had not yet come within the bonds of uncleanness, but after it has come within the bonds of uncleanness the condition of doubt is deemed unclean. If there is a doubt about the Nazirite-vow the vow is not binding. If there is doubt about a Firstling—it is all one whether it is the firstborn of man or beast, or whether it is a thing unclean or clean: [the priest can claim nothing], for on him that would exact aught from his fellow lies the burden of proof."
MEILAH_chapter_3_4	"A condition of doubt about offerings; thus, if a woman suffered five miscarriages that were in doubt or five issues that were in doubt, she need bring but one offering, and she may then eat of the animal-offerings; and she is not bound to bring the other offerings."
MEILAH_chapter_3_5	"If there was a creeping thing and a frog in the public domain (so, too, if there was an olives bulk of corpse and an olives bulk of carrion, or a bone of a corpse and a bone of carrion, or a clod of clean earth and a clod from a Grave-area, or a clod of clean earth and a clod from the land of gentiles,14 or if there were two paths, the one unclean and the other clean), and a man walked by one of them but it is not known which, or overshadowed one of them and it is not known which, or shifted one of them and it is not known which, R. Akiba declares him unclean, but the Sages declare him clean."
MEILAH_chapter_3_6	"If a man said, I touched this and I know not whether it is unclean or clean, or I touched one but I know not which of the two I touched, R. Akiba declares him unclean, but the Sages declare him clean. R. Jose declares him unclean in every case excepting the case of the path, since men usually go their way and do not usually touch."
MEILAH_chapter_3_7	"If there were two paths, the one unclean and the other clean, and a man walked by one of them and afterward prepared foodstuffs in conditions of cleanness and they were consumed, and he then sprinkled himself a first and a second time and immersed himself and became clean; if he then walked by the other path and prepared foodstuffs in conditions of cleanness, these are clean; but if the first foodstuffs still remained, both alike are left in suspense. If he had not become clean in the meantime, the first foodstuffs are left in suspense, but the second must be burnt."
